,train,val,test
0,h0001,h0082,h0055
1,h0003,h0096,h0079
2,h0004,h0132,h0321
3,h0005,h0165,h0337
4,h0006,h0172,h0360
5,h0008,h0179,h0390
6,h0009,h0209,h0417
7,h0010,h0391,h0418
8,h0012,h0394,h0547
9,h0013,h0448,h0882
10,h0016,h0463,h0926
11,h0017,h0536,h0969
12,h0018,h0568,h0972
13,h0019,h0576,h1083
14,h0020,h0626,h1104
15,h0021,h0647,h1122
16,h0022,h0733,h1152
17,h0023,h0866,h1211
18,h0025,h0920,h1235
19,h0026,h0965,h1389
20,h0027,h0971,h1489
21,h0028,h1011,h1572
22,h0030,h1072,h1650
23,h0031,h1145,h1701
24,h0032,h1158,h1703
25,h0033,h1236,h1868
26,h0034,h1246,h1884
27,h0035,h1355,h1928
28,h0036,h1370,h1935
29,h0038,h1371,h1966
30,h0039,h1408,h2057
31,h0040,h1450,h2084
32,h0041,h1494,h2091
33,h0042,h1496,h2104
34,h0043,h1553,h2119
35,h0044,h1554,h2168
36,h0045,h1567,h2220
37,h0046,h1699,h2242
38,h0048,h1764,h2257
39,h0049,h1816,h2261
40,h0050,h1826,h2271
41,h0051,h1864,h2282
42,h0053,h1883,h2296
43,h0054,h1894,h2391
44,h0056,h1978,h2471
45,h0057,h1991,h2492
46,h0060,h2007,h2496
47,h0061,h2083,h2573
48,h0062,h2117,h2590
49,h0063,h2206,h2749
50,h0064,h2228,h2823
51,h0066,h2254,h2900
52,h0067,h2394,h2916
53,h0069,h2446,h2992
54,h0070,h2474,h3101
55,h0071,h2519,h3146
56,h0072,h2534,h3148
57,h0073,h2538,h3157
58,h0074,h2582,h3219
59,h0075,h2614,h3224
60,h0076,h2687,h3233
61,h0078,h2797,h3259
62,h0080,h2890,h3332
63,h0081,h2920,h3420
64,h0083,h3013,h3436
65,h0084,h3066,h3441
66,h0085,h3070,h3467
67,h0087,h3182,h3480
68,h0088,h3251,h3542
69,h0090,h3288,h3614
70,h0091,h3336,h3643
71,h0093,h3416,h3729
72,h0094,h3581,h3763
73,h0095,h3835,h3862
74,h0097,h3840,h3879
75,h0098,h3853,h3916
76,h0100,h3876,h4024
77,h0101,h3911,h4061
78,h0102,h3942,h4155
79,h0103,h4015,h4180
80,h0104,h4080,h4191
81,h0105,h4100,h4307
82,h0107,h4124,h4326
83,h0108,h4136,h4449
84,h0111,h4158,h4566
85,h0112,h4179,h4568
86,h0113,h4229,h4611
87,h0114,h4254,h4653
88,h0115,h4348,h4660
89,h0116,h4379,h4725
90,h0117,h4676,h4745
91,h0118,h4691,h4794
92,h0119,h4727,h4831
93,h0120,h4760,h4855
94,h0121,h4775,h4905
95,h0122,h4777,h4943
96,h0123,h4789,h4973
97,h0124,h4797,h4983
98,h0125,h4829,h4989
99,h0126,h4844,h4996
100,h0127,tb0004,tb0003
101,h0129,tb0017,tb0009
102,h0131,tb0019,tb0021
103,h0133,tb0032,tb0028
104,h0134,tb0040,tb0030
105,h0135,tb0049,tb0033
106,h0137,tb0063,tb0042
107,h0138,tb0068,tb0043
108,h0140,tb0096,tb0059
109,h0141,tb0104,tb0066
110,h0142,tb0138,tb0075
111,h0143,tb0145,tb0077
112,h0144,tb0147,tb0083
113,h0145,tb0150,tb0085
114,h0146,tb0175,tb0088
115,h0147,tb0193,tb0089
116,h0149,tb0223,tb0114
117,h0150,tb0236,tb0129
118,h0152,tb0238,tb0140
119,h0153,tb0248,tb0151
120,h0154,tb0253,tb0167
121,h0155,tb0255,tb0192
122,h0156,tb0269,tb0206
123,h0157,tb0289,tb0217
124,h0158,tb0305,tb0239
125,h0159,tb0309,tb0250
126,h0160,tb0348,tb0275
127,h0161,tb0369,tb0280
128,h0163,tb0393,tb0286
129,h0164,tb0405,tb0316
130,h0166,tb0413,tb0318
131,h0167,tb0420,tb0326
132,h0168,tb0442,tb0333
133,h0169,tb0469,tb0336
134,h0170,tb0472,tb0349
135,h0171,tb0478,tb0361
136,h0174,tb0497,tb0371
137,h0176,tb0499,tb0374
138,h0178,tb0505,tb0397
139,h0180,tb0507,tb0408
140,h0181,tb0532,tb0418
141,h0182,tb0538,tb0425
142,h0184,tb0569,tb0433
143,h0186,tb0595,tb0455
144,h0187,tb0609,tb0460
145,h0188,tb0620,tb0479
146,h0189,tb0621,tb0487
147,h0190,tb0623,tb0493
148,h0192,tb0635,tb0506
149,h0193,tb0640,tb0542
150,h0194,tb0642,tb0550
151,h0195,tb0643,tb0567
152,h0196,tb0644,tb0575
153,h0198,tb0667,tb0577
154,h0199,tb0684,tb0586
155,h0201,tb0686,tb0592
156,h0202,tb0724,tb0645
157,h0203,tb0734,tb0654
158,h0204,tb0750,tb0668
159,h0208,tb0752,tb0676
160,h0210,tb0759,tb0717
161,h0212,tb0784,tb0721
162,h0213,tb0786,tb0739
163,h0214,tb0790,tb0742
164,h0216,tb0796,tb0743
165,h0217,tb0806,tb0762
166,h0218,tb0813,tb0767
167,h0219,tb0814,tb0777
168,h0221,tb0816,tb0798
169,h0223,tb0823,tb0799
170,h0224,tb0831,tb0824
171,h0225,tb0849,tb0851
172,h0227,tb0867,tb0853
173,h0230,tb0875,tb0860
174,h0231,tb0881,tb0864
175,h0232,tb0888,tb0865
176,h0233,tb0898,tb0876
177,h0234,tb0903,tb0897
178,h0235,tb0930,tb0900
179,h0236,tb0954,tb0914
180,h0237,tb0955,tb0919
181,h0238,tb0964,tb0953
182,h0239,tb0995,tb0961
183,h0241,tb0999,tb0965
184,h0242,tb1019,tb0974
185,h0243,tb1022,tb0982
186,h0244,tb1029,tb0984
187,h0245,tb1031,tb1015
188,h0246,tb1044,tb1017
189,h0247,tb1065,tb1020
190,h0248,tb1075,tb1041
191,h0249,tb1079,tb1045
192,h0250,tb1084,tb1066
193,h0251,tb1086,tb1131
194,h0252,tb1092,tb1139
195,h0254,tb1114,tb1148
196,h0255,tb1163,tb1156
197,h0258,tb1165,tb1183
198,h0259,tb1166,tb1196
199,h0261,tb1175,tb1197
200,h0262,,
201,h0263,,
202,h0264,,
203,h0265,,
204,h0267,,
205,h0268,,
206,h0269,,
207,h0270,,
208,h0272,,
209,h0273,,
210,h0276,,
211,h0277,,
212,h0278,,
213,h0279,,
214,h0281,,
215,h0282,,
216,h0283,,
217,h0284,,
218,h0285,,
219,h0286,,
220,h0287,,
221,h0288,,
222,h0289,,
223,h0290,,
224,h0291,,
225,h0292,,
226,h0293,,
227,h0294,,
228,h0295,,
229,h0297,,
230,h0298,,
231,h0299,,
232,h0301,,
233,h0302,,
234,h0303,,
235,h0304,,
236,h0305,,
237,h0306,,
238,h0307,,
239,h0310,,
240,h0311,,
241,h0312,,
242,h0313,,
243,h0314,,
244,h0315,,
245,h0316,,
246,h0317,,
247,h0318,,
248,h0319,,
249,h0320,,
250,h0322,,
251,h0323,,
252,h0325,,
253,h0326,,
254,h0327,,
255,h0328,,
256,h0329,,
257,h0330,,
258,h0331,,
259,h0332,,
260,h0333,,
261,h0334,,
262,h0335,,
263,h0338,,
264,h0340,,
265,h0341,,
266,h0343,,
267,h0345,,
268,h0346,,
269,h0347,,
270,h0349,,
271,h0350,,
272,h0351,,
273,h0353,,
274,h0354,,
275,h0355,,
276,h0356,,
277,h0357,,
278,h0358,,
279,h0359,,
280,h0362,,
281,h0363,,
282,h0364,,
283,h0366,,
284,h0368,,
285,h0369,,
286,h0370,,
287,h0371,,
288,h0372,,
289,h0374,,
290,h0375,,
291,h0376,,
292,h0377,,
293,h0378,,
294,h0379,,
295,h0381,,
296,h0382,,
297,h0383,,
298,h0385,,
299,h0386,,
300,h0387,,
301,h0388,,
302,h0389,,
303,h0392,,
304,h0393,,
305,h0395,,
306,h0396,,
307,h0397,,
308,h0399,,
309,h0401,,
310,h0402,,
311,h0405,,
312,h0406,,
313,h0407,,
314,h0408,,
315,h0409,,
316,h0412,,
317,h0413,,
318,h0414,,
319,h0415,,
320,h0416,,
321,h0419,,
322,h0420,,
323,h0421,,
324,h0422,,
325,h0423,,
326,h0424,,
327,h0425,,
328,h0426,,
329,h0427,,
330,h0428,,
331,h0429,,
332,h0430,,
333,h0432,,
334,h0433,,
335,h0434,,
336,h0435,,
337,h0436,,
338,h0438,,
339,h0439,,
340,h0440,,
341,h0443,,
342,h0444,,
343,h0445,,
344,h0446,,
345,h0447,,
346,h0449,,
347,h0450,,
348,h0451,,
349,h0453,,
350,h0454,,
351,h0455,,
352,h0457,,
353,h0458,,
354,h0460,,
355,h0462,,
356,h0464,,
357,h0466,,
358,h0467,,
359,h0468,,
360,h0471,,
361,h0472,,
362,h0473,,
363,h0474,,
364,h0475,,
365,h0476,,
366,h0477,,
367,h0478,,
368,h0479,,
369,h0480,,
370,h0481,,
371,h0482,,
372,h0483,,
373,h0485,,
374,h0487,,
375,h0489,,
376,h0490,,
377,h0492,,
378,h0494,,
379,h0495,,
380,h0496,,
381,h0498,,
382,h0500,,
383,h0501,,
384,h0503,,
385,h0504,,
386,h0507,,
387,h0508,,
388,h0510,,
389,h0511,,
390,h0512,,
391,h0515,,
392,h0517,,
393,h0518,,
394,h0519,,
395,h0520,,
396,h0521,,
397,h0523,,
398,h0524,,
399,h0527,,
400,h0528,,
401,h0529,,
402,h0530,,
403,h0533,,
404,h0534,,
405,h0535,,
406,h0538,,
407,h0541,,
408,h0542,,
409,h0544,,
410,h0546,,
411,h0548,,
412,h0549,,
413,h0550,,
414,h0551,,
415,h0552,,
416,h0553,,
417,h0554,,
418,h0555,,
419,h0556,,
420,h0557,,
421,h0559,,
422,h0561,,
423,h0564,,
424,h0567,,
425,h0569,,
426,h0570,,
427,h0571,,
428,h0572,,
429,h0575,,
430,h0577,,
431,h0578,,
432,h0581,,
433,h0582,,
434,h0583,,
435,h0584,,
436,h0585,,
437,h0586,,
438,h0588,,
439,h0589,,
440,h0590,,
441,h0592,,
442,h0593,,
443,h0596,,
444,h0597,,
445,h0598,,
446,h0599,,
447,h0600,,
448,h0603,,
449,h0605,,
450,h0606,,
451,h0607,,
452,h0609,,
453,h0610,,
454,h0614,,
455,h0615,,
456,h0616,,
457,h0617,,
458,h0618,,
459,h0619,,
460,h0621,,
461,h0623,,
462,h0625,,
463,h0629,,
464,h0632,,
465,h0634,,
466,h0635,,
467,h0636,,
468,h0638,,
469,h0639,,
470,h0640,,
471,h0641,,
472,h0642,,
473,h0643,,
474,h0644,,
475,h0645,,
476,h0646,,
477,h0648,,
478,h0649,,
479,h0651,,
480,h0652,,
481,h0654,,
482,h0656,,
483,h0657,,
484,h0658,,
485,h0659,,
486,h0661,,
487,h0662,,
488,h0665,,
489,h0667,,
490,h0668,,
491,h0669,,
492,h0673,,
493,h0674,,
494,h0675,,
495,h0677,,
496,h0678,,
497,h0679,,
498,h0680,,
499,h0681,,
500,h0682,,
501,h0684,,
502,h0685,,
503,h0686,,
504,h0687,,
505,h0688,,
506,h0689,,
507,h0690,,
508,h0691,,
509,h0692,,
510,h0693,,
511,h0694,,
512,h0695,,
513,h0697,,
514,h0698,,
515,h0700,,
516,h0701,,
517,h0702,,
518,h0704,,
519,h0707,,
520,h0709,,
521,h0710,,
522,h0711,,
523,h0712,,
524,h0713,,
525,h0714,,
526,h0715,,
527,h0716,,
528,h0717,,
529,h0719,,
530,h0722,,
531,h0723,,
532,h0726,,
533,h0727,,
534,h0728,,
535,h0729,,
536,h0730,,
537,h0732,,
538,h0734,,
539,h0737,,
540,h0738,,
541,h0739,,
542,h0741,,
543,h0742,,
544,h0743,,
545,h0744,,
546,h0745,,
547,h0746,,
548,h0748,,
549,h0749,,
550,h0750,,
551,h0751,,
552,h0753,,
553,h0756,,
554,h0758,,
555,h0759,,
556,h0760,,
557,h0762,,
558,h0763,,
559,h0764,,
560,h0766,,
561,h0767,,
562,h0769,,
563,h0770,,
564,h0771,,
565,h0772,,
566,h0775,,
567,h0776,,
568,h0778,,
569,h0779,,
570,h0780,,
571,h0781,,
572,h0782,,
573,h0783,,
574,h0786,,
575,h0787,,
576,h0788,,
577,h0790,,
578,h0791,,
579,h0794,,
580,h0795,,
581,h0796,,
582,h0799,,
583,h0801,,
584,h0802,,
585,h0804,,
586,h0805,,
587,h0806,,
588,h0807,,
589,h0808,,
590,h0810,,
591,h0811,,
592,h0812,,
593,h0813,,
594,h0814,,
595,h0817,,
596,h0818,,
597,h0819,,
598,h0821,,
599,h0823,,
600,h0825,,
601,h0827,,
602,h0828,,
603,h0831,,
604,h0832,,
605,h0834,,
606,h0835,,
607,h0836,,
608,h0837,,
609,h0838,,
610,h0839,,
611,h0840,,
612,h0841,,
613,h0842,,
614,h0843,,
615,h0845,,
616,h0846,,
617,h0847,,
618,h0849,,
619,h0850,,
620,h0851,,
621,h0852,,
622,h0853,,
623,h0854,,
624,h0856,,
625,h0857,,
626,h0858,,
627,h0859,,
628,h0860,,
629,h0862,,
630,h0863,,
631,h0864,,
632,h0865,,
633,h0867,,
634,h0868,,
635,h0870,,
636,h0871,,
637,h0872,,
638,h0873,,
639,h0874,,
640,h0875,,
641,h0876,,
642,h0877,,
643,h0878,,
644,h0880,,
645,h0883,,
646,h0884,,
647,h0887,,
648,h0888,,
649,h0889,,
650,h0890,,
651,h0891,,
652,h0892,,
653,h0896,,
654,h0897,,
655,h0898,,
656,h0902,,
657,h0903,,
658,h0904,,
659,h0905,,
660,h0906,,
661,h0908,,
662,h0909,,
663,h0910,,
664,h0911,,
665,h0912,,
666,h0913,,
667,h0914,,
668,h0915,,
669,h0916,,
670,h0917,,
671,h0918,,
672,h0919,,
673,h0921,,
674,h0922,,
675,h0924,,
676,h0925,,
677,h0928,,
678,h0930,,
679,h0931,,
680,h0933,,
681,h0934,,
682,h0935,,
683,h0939,,
684,h0940,,
685,h0942,,
686,h0943,,
687,h0944,,
688,h0945,,
689,h0946,,
690,h0947,,
691,h0948,,
692,h0949,,
693,h0950,,
694,h0951,,
695,h0952,,
696,h0953,,
697,h0954,,
698,h0955,,
699,h0958,,
700,h0960,,
701,h0961,,
702,h0962,,
703,h0963,,
704,h0966,,
705,h0967,,
706,h0968,,
707,h0970,,
708,h0973,,
709,h0975,,
710,h0976,,
711,h0977,,
712,h0978,,
713,h0979,,
714,h0982,,
715,h0983,,
716,h0984,,
717,h0985,,
718,h0986,,
719,h0987,,
720,h0988,,
721,h0989,,
722,h0990,,
723,h0991,,
724,h0992,,
725,h0993,,
726,h0995,,
727,h0996,,
728,h0997,,
729,h0998,,
730,h0999,,
731,h1002,,
732,h1003,,
733,h1004,,
734,h1005,,
735,h1006,,
736,h1007,,
737,h1008,,
738,h1009,,
739,h1010,,
740,h1012,,
741,h1013,,
742,h1015,,
743,h1016,,
744,h1017,,
745,h1019,,
746,h1020,,
747,h1022,,
748,h1023,,
749,h1024,,
750,h1025,,
751,h1026,,
752,h1027,,
753,h1028,,
754,h1030,,
755,h1031,,
756,h1032,,
757,h1033,,
758,h1034,,
759,h1035,,
760,h1036,,
761,h1037,,
762,h1038,,
763,h1039,,
764,h1042,,
765,h1044,,
766,h1045,,
767,h1046,,
768,h1047,,
769,h1048,,
770,h1049,,
771,h1050,,
772,h1051,,
773,h1052,,
774,h1053,,
775,h1056,,
776,h1057,,
777,h1058,,
778,h1059,,
779,h1060,,
780,h1061,,
781,h1062,,
782,h1063,,
783,h1064,,
784,h1065,,
785,h1066,,
786,h1068,,
787,h1069,,
788,h1070,,
789,h1073,,
790,h1074,,
791,h1075,,
792,h1076,,
793,h1077,,
794,h1078,,
795,h1079,,
796,h1082,,
797,h1084,,
798,h1087,,
799,h1088,,
800,h1089,,
801,h1090,,
802,h1091,,
803,h1092,,
804,h1094,,
805,h1095,,
806,h1099,,
807,h1100,,
808,h1101,,
809,h1102,,
810,h1103,,
811,h1105,,
812,h1107,,
813,h1111,,
814,h1114,,
815,h1116,,
816,h1117,,
817,h1118,,
818,h1121,,
819,h1125,,
820,h1128,,
821,h1129,,
822,h1130,,
823,h1132,,
824,h1133,,
825,h1134,,
826,h1135,,
827,h1136,,
828,h1137,,
829,h1138,,
830,h1139,,
831,h1140,,
832,h1141,,
833,h1143,,
834,h1146,,
835,h1147,,
836,h1150,,
837,h1151,,
838,h1153,,
839,h1154,,
840,h1155,,
841,h1156,,
842,h1159,,
843,h1160,,
844,h1162,,
845,h1164,,
846,h1165,,
847,h1166,,
848,h1169,,
849,h1170,,
850,h1171,,
851,h1172,,
852,h1173,,
853,h1174,,
854,h1175,,
855,h1177,,
856,h1178,,
857,h1181,,
858,h1182,,
859,h1183,,
860,h1184,,
861,h1185,,
862,h1186,,
863,h1187,,
864,h1188,,
865,h1189,,
866,h1191,,
867,h1192,,
868,h1193,,
869,h1194,,
870,h1195,,
871,h1196,,
872,h1198,,
873,h1199,,
874,h1200,,
875,h1202,,
876,h1204,,
877,h1205,,
878,h1207,,
879,h1209,,
880,h1210,,
881,h1213,,
882,h1215,,
883,h1217,,
884,h1218,,
885,h1219,,
886,h1220,,
887,h1222,,
888,h1223,,
889,h1224,,
890,h1226,,
891,h1227,,
892,h1229,,
893,h1230,,
894,h1233,,
895,h1234,,
896,h1237,,
897,h1238,,
898,h1239,,
899,h1240,,
900,tb0005,,
901,tb0006,,
902,tb0007,,
903,tb0012,,
904,tb0014,,
905,tb0015,,
906,tb0018,,
907,tb0020,,
908,tb0024,,
909,tb0026,,
910,tb0027,,
911,tb0029,,
912,tb0031,,
913,tb0034,,
914,tb0036,,
915,tb0037,,
916,tb0045,,
917,tb0047,,
918,tb0050,,
919,tb0051,,
920,tb0052,,
921,tb0053,,
922,tb0054,,
923,tb0056,,
924,tb0057,,
925,tb0062,,
926,tb0065,,
927,tb0069,,
928,tb0071,,
929,tb0073,,
930,tb0076,,
931,tb0079,,
932,tb0080,,
933,tb0081,,
934,tb0082,,
935,tb0084,,
936,tb0086,,
937,tb0087,,
938,tb0090,,
939,tb0091,,
940,tb0092,,
941,tb0094,,
942,tb0095,,
943,tb0098,,
944,tb0100,,
945,tb0103,,
946,tb0107,,
947,tb0108,,
948,tb0115,,
949,tb0117,,
950,tb0118,,
951,tb0120,,
952,tb0124,,
953,tb0125,,
954,tb0126,,
955,tb0128,,
956,tb0132,,
957,tb0133,,
958,tb0134,,
959,tb0135,,
960,tb0136,,
961,tb0137,,
962,tb0139,,
963,tb0141,,
964,tb0142,,
965,tb0146,,
966,tb0148,,
967,tb0153,,
968,tb0154,,
969,tb0155,,
970,tb0156,,
971,tb0162,,
972,tb0163,,
973,tb0164,,
974,tb0166,,
975,tb0168,,
976,tb0170,,
977,tb0174,,
978,tb0176,,
979,tb0177,,
980,tb0179,,
981,tb0183,,
982,tb0184,,
983,tb0186,,
984,tb0190,,
985,tb0191,,
986,tb0194,,
987,tb0196,,
988,tb0197,,
989,tb0199,,
990,tb0200,,
991,tb0201,,
992,tb0202,,
993,tb0203,,
994,tb0205,,
995,tb0208,,
996,tb0209,,
997,tb0212,,
998,tb0216,,
999,tb0219,,
1000,tb0221,,
1001,tb0226,,
1002,tb0227,,
1003,tb0228,,
1004,tb0229,,
1005,tb0231,,
1006,tb0232,,
1007,tb0234,,
1008,tb0235,,
1009,tb0237,,
1010,tb0240,,
1011,tb0241,,
1012,tb0242,,
1013,tb0244,,
1014,tb0246,,
1015,tb0251,,
1016,tb0252,,
1017,tb0256,,
1018,tb0260,,
1019,tb0262,,
1020,tb0264,,
1021,tb0266,,
1022,tb0267,,
1023,tb0270,,
1024,tb0271,,
1025,tb0273,,
1026,tb0274,,
1027,tb0277,,
1028,tb0279,,
1029,tb0282,,
1030,tb0283,,
1031,tb0284,,
1032,tb0285,,
1033,tb0287,,
1034,tb0288,,
1035,tb0290,,
1036,tb0291,,
1037,tb0292,,
1038,tb0293,,
1039,tb0294,,
1040,tb0297,,
1041,tb0298,,
1042,tb0299,,
1043,tb0300,,
1044,tb0301,,
1045,tb0303,,
1046,tb0306,,
1047,tb0307,,
1048,tb0311,,
1049,tb0313,,
